date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers.1,outlinks.1,tcooutlinks,sourceLabel,Sarcasm,Sentiment,Polarity
2022-06-01 23:46:58+00:00,1532146719697297409,@realamberheard justice has been served for the real victim #JohnnyDepp this sad excuse of a woman had the nerve to say verdict set women back yes B*T*H you sure did set women back. REAL Women that are real victims of DV you set up there and you lied Amber deserve to rot in hell,https://twitter.com/prettynishmonro/status/1532146719697297409,@realamberheard justice has been served for the real victim #JohnnyDepp this sad excuse of a woman had the nerve to say verdict set women back yes B*T*H you sure did set women back. REAL Women that are real victims of DV you set up there and you lied Amber deserve to rot in hell,prettynishmonro,14,0,0,0,0,en,1532146719697297409,,,,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['JohnnyDepp'],,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.80834794
2022-06-01 23:46:57+00:00,1532146717398687744,"So you didn't watch the trial, got it. 
You and a whole lot of other people are literally only siding with Amber Heard because she's a woman. That's the only reason and it's trash like this that's going to make it harder for actual victims to be taken seriously. https://t.co/xpsZRS3DTu",https://twitter.com/LudwigTheJust/status/1532146717398687744,"So you didn't watch the trial, got it. 
You and a whole lot of other people are literally only siding with Amber Heard because she's a woman. That's the only reason and it's trash like this that's going to make it harder for actual victims to be taken seriously. twitter.com/anitasarkeesia…",LudwigTheJust,342,0,1,10,0,en,1532146717398687744,['https://twitter.com/anitasarkeesian/status/1532092637460672512'],,,https://twitter.com/anitasarkeesian/status/1532092637460672512,,,,,,,,,['https://twitter.com/anitasarkeesian/status/1532092637460672512'],['https://t.co/xpsZRS3DTu'],Twitter for Android,0,1,0.7568829
2022-06-01 23:46:57+00:00,1532146715503087617,"Need to mute all this Amber Heard shit, it ain't good for my mental health rn",https://twitter.com/Bxrderlinebxtch/status/1532146715503087617,"Need to mute all this Amber Heard shit, it ain't good for my mental health rn",Bxrderlinebxtch,266,1,0,1,0,en,1532146715503087617,,,,,,,,,,,,,,,Twitter for Android,0,1,0.99879205
2022-06-01 23:46:56+00:00,1532146712588226561,"#JohnnyDepp WON! ❤️ People who go against him should learn by now that narcissist like amber heard is a good story teller making people believe they are the victim by using someone else’ story to get the sympathy they wanted. However, evidences will speak the other way around. https://t.co/Y2wCjbg790",https://twitter.com/_annestein_/status/1532146712588226561,"#JohnnyDepp WON! ❤️ People who go against him should learn by now that narcissist like amber heard is a good story teller making people believe they are the victim by using someone else’ story to get the sympathy they wanted. However, evidences will speak the other way around. twitter.com/bbcbreaking/st…",_annestein_,46,0,0,0,0,en,1532146712588226561,['https://twitter.com/bbcbreaking/status/1532080536478527489'],,,https://twitter.com/BBCBreaking/status/1532080536478527489,,,,,,['JohnnyDepp'],,,['https://twitter.com/bbcbreaking/status/1532080536478527489'],['https://t.co/Y2wCjbg790'],Twitter for iPhone,0,1,0.99514854
2022-06-01 23:46:56+00:00,1532146709505069056,amber heard had to dump all her koinz,https://twitter.com/r3dyagami/status/1532146709505069056,amber heard had to dump all her koinz,r3dyagami,137,0,0,0,0,en,1532146709505069056,,,,,,,,,,,,,,,Twitter Web App,0,1,0.99019176
2022-06-01 23:46:55+00:00,1532146708666273794,@patramills 🤣 Bf don lock Amber for outside oh!!!,https://twitter.com/Asein_aizen/status/1532146708666273794,@patramills 🤣 Bf don lock Amber for outside oh!!!,Asein_aizen,910,0,0,0,0,en,1532144867962413064,,,,,1.532146463446278e+18,https://twitter.com/patramills,"[User(username='patramills', id=208478783, displayname='Empress Temi Roronoa!!! 🖤👑', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='patramills', id=208478783, displayname='Empress Temi Roronoa!!! 🖤👑', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.027278394
2022-06-01 23:46:55+00:00,1532146707877740547,“People ignored evidence because they think Amber is hot” - a person who ignored evidence because they don’t want to pick a new favorite children’s movie https://t.co/sbt781dagY,https://twitter.com/SchneeDad/status/1532146707877740547,“People ignored evidence because they think Amber is hot” - a person who ignored evidence because they don’t want to pick a new favorite children’s movie twitter.com/acechhh/status…,SchneeDad,107,0,0,6,0,en,1532146707877740547,['https://twitter.com/acechhh/status/1532143081134379008'],,,https://twitter.com/acechhh/status/1532143081134379008,,,,,,,,,['https://twitter.com/acechhh/status/1532143081134379008'],['https://t.co/sbt781dagY'],Twitter for iPhone,0,0,0.00022250414
2022-06-01 23:46:55+00:00,1532146706061705220,I know everyone is distracted by Amber Turd being proven to be a lier. But Russia is threatening nuclear retaliation after Biden announced sending rocket systems to Ukraine. Just a small thing… #russia #nuclear #AmberHeard #UkraineWar,https://twitter.com/Indpndnt_Enigma/status/1532146706061705220,I know everyone is distracted by Amber Turd being proven to be a lier. But Russia is threatening nuclear retaliation after Biden announced sending rocket systems to Ukraine. Just a small thing… #russia #nuclear #AmberHeard #UkraineWar,Indpndnt_Enigma,65,0,0,0,0,en,1532146706061705220,,,,,,,,,,"['russia', 'nuclear', 'AmberHeard', 'UkraineWar']",,,,,Twitter for iPhone,0,1,0.6743514
2022-06-01 23:46:04+00:00,1532146492189945856,"Bruh amber MUST be out of her gord to post this, woman you put Johnny thru sm “oh I wasn’t smirking or laughing in court” ma’am you were caught multiple times and caught in lie where you fucked ya self was “Kate moss” and you took a photo IN THE COURT ROOM https://t.co/9vBXdPy99p",https://twitter.com/Kat7478/status/1532146492189945856,"Bruh amber MUST be out of her gord to post this, woman you put Johnny thru sm “oh I wasn’t smirking or laughing in court” ma’am you were caught multiple times and caught in lie where you fucked ya self was “Kate moss” and you took a photo IN THE COURT ROOM https://t.co/9vBXdPy99p",Kat7478,6,1,0,0,0,en,1532146492189945856,,"[Photo(previewUrl='https://pbs.twimg.com/media/FUNHHNLX0AAffKj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUNHHNLX0AAffKj?format=jpg&name=large')]",,,,,,,,,,,,,Twitter for iPhone,0,1,0.6363746
2022-06-01 23:46:03+00:00,1532146488628744192,"Johnny Depp v Amber Heard trial
Is over I hope it gets renewed for a second season. #JohnnyDeppAmberHeardTrial https://t.co/qA9FS7NBR0",https://twitter.com/mcantonucci83i/status/1532146488628744192,"Johnny Depp v Amber Heard trial
Is over I hope it gets renewed for a second season. #JohnnyDeppAmberHeardTrial https://t.co/qA9FS7NBR0",mcantonucci83i,1211,1,0,1,0,en,1532146488628744192,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FUNHG8zUUAAqICe.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FUNHG8zUUAAqICe.mp4', bitrate=0)])]",,,,,,,,['JohnnyDeppAmberHeardTrial'],,,,,Twitter for Android,0,0,0.15809718
2022-06-01 23:46:03+00:00,1532146487416717313,@samxify @StableRonaldo @realamberheard @DownloaderBot,https://twitter.com/hamady_ga1th/status/1532146487416717313,@samxify @StableRonaldo @realamberheard @DownloaderBot,hamady_ga1th,274,0,0,0,0,und,1532082643046739968,,,,,1.5320841605374484e+18,https://twitter.com/samxify,"[User(username='samxify', id=1250546467095355394, displayname='samx', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='StableRonaldo', id=1105590911503880192, displayname='Stable Ronaldo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DownloaderBot', id=1010484773066887168, displayname='Video Downloader Bot', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='samxify', id=1250546467095355394, displayname='samx', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='StableRonaldo', id=1105590911503880192, displayname='Stable Ronaldo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DownloaderBot', id=1010484773066887168, displayname='Video Downloader Bot', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.10139638
2022-06-01 23:46:03+00:00,1532146487387426816,@realamberheard https://t.co/OgZVrLTZwl,https://twitter.com/MarantesSilvia/status/1532146487387426816,@realamberheard https://t.co/OgZVrLTZwl,MarantesSilvia,447,0,0,0,0,und,1047582190769463296,,"[Photo(previewUrl='https://pbs.twimg.com/media/FUNHHC5WQAEoYcr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUNHHC5WQAEoYcr?format=jpg&name=large')]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.15086979
2022-06-01 23:46:03+00:00,1532146487102418944,"@HoegLaw 
Rich, simple question. Why isn't Amber Heard facing any jail time after today's result?",https://twitter.com/Miketrike8/status/1532146487102418944,"@HoegLaw 
Rich, simple question. Why isn't Amber Heard facing any jail time after today's result?",Miketrike8,42,0,0,0,0,en,1532146487102418944,,,,,,,"[User(username='HoegLaw', id=765215063040897024, displayname='Richard Hoeg', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='HoegLaw', id=765215063040897024, displayname='Richard Hoeg', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.00011258849
2022-06-01 23:46:03+00:00,1532146486787592193,@RealLyndaCarter Lynda has spoken to Amber 👑 ⭐️ ♥️,https://twitter.com/QuietMia/status/1532146486787592193,@RealLyndaCarter Lynda has spoken to Amber 👑 ⭐️ ♥️,QuietMia,1746,0,0,2,0,en,1532064629672660992,,,,,1.532064629672661e+18,https://twitter.com/RealLyndaCarter,"[User(username='RealLyndaCarter', id=188061519, displayname='Lynda Carter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='RealLyndaCarter', id=188061519, displayname='Lynda Carter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.086575836
2022-06-01 23:46:02+00:00,1532146486724546560,"@AngelaMGim @felipeneto @barbaragancia Bom, ele não traiu a Amber e está o traiu com 2 🤷🏻‍♂️",https://twitter.com/Eremita811/status/1532146486724546560,"@AngelaMGim @felipeneto @barbaragancia Bom, ele não traiu a Amber e está o traiu com 2 🤷🏻‍♂️",Eremita811,13,0,0,0,0,pt,1532086390615420934,,,,,1.5320946980383826e+18,https://twitter.com/AngelaMGim,"[User(username='AngelaMGim', id=931981925144780800, displayname='Angela 🇧🇷\U0001faf6🏼⚖️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='felipeneto', id=14128609, displayname='Felipe Neto 🦉', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='barbaragancia', id=15494380, displayname='Barbara Gancia', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='AngelaMGim', id=931981925144780800, displayname='Angela 🇧🇷\U0001faf6🏼⚖️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='felipeneto', id=14128609, displayname='Felipe Neto 🦉', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='barbaragancia', id=15494380, displayname='Barbara Gancia', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter Web App,0,0,5.178633e-05
2022-06-01 23:46:01+00:00,1532146479946661888,@realamberheard https://t.co/BGjftkqwT7,https://twitter.com/Aisha_com_vida/status/1532146479946661888,@realamberheard https://t.co/BGjftkqwT7,Aisha_com_vida,29139,0,0,11,0,und,1047582190769463296,,"[Photo(previewUrl='https://pbs.twimg.com/media/FUNHGpkXsAEShdG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUNHGpkXsAEShdG?format=jpg&name=large')]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.83439565
2022-06-01 23:46:01+00:00,1532146479409901568,"My key takes from this Johnny vs Amber case:

1. People are bias, the jury is only right when it favors them

2. Hear say is crumbling. 70% didn’t watch the trial yet they’re pro-Amber

3. Your truth may not be enough, take your time, get facts &amp; evidence
#JusticeForJohnnyDepp ❤️",https://twitter.com/KIRAAH_/status/1532146479409901568,"My key takes from this Johnny vs Amber case:

1. People are bias, the jury is only right when it favors them

2. Hear say is crumbling. 70% didn’t watch the trial yet they’re pro-Amber

3. Your truth may not be enough, take your time, get facts &amp; evidence
#JusticeForJohnnyDepp ❤️",KIRAAH_,17463,1,17,33,3,en,1532146479409901568,,,,,,,,,,['JusticeForJohnnyDepp'],,,,,Twitter for iPhone,0,0,0.40886396
2022-06-01 23:46:00+00:00,1532146478323474436,"Me, on the Amber Heard / Johnny Depp case: https://t.co/5bHe8TOn1z",https://twitter.com/ScottMonty/status/1532146478323474436,"Me, on the Amber Heard / Johnny Depp case: https://t.co/5bHe8TOn1z",ScottMonty,104142,0,2,17,1,en,1532146478323474436,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FUNHGW7XEAA96Pe.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FUNHGW7XEAA96Pe.mp4', bitrate=0)])]",,,,,,,,,,,,,Twitter for iPhone,0,0,0.21579495
2022-06-01 23:45:47+00:00,1532146420697931777,@realamberheard The only person jeopardizing women being taken seriously against violence is you Miss Heard. https://t.co/CgeXvBbfmD,https://twitter.com/maedae420/status/1532146420697931777,@realamberheard The only person jeopardizing women being taken seriously against violence is you Miss Heard. https://t.co/CgeXvBbfmD,maedae420,1,0,0,0,0,en,1532146420697931777,,"[Photo(previewUrl='https://pbs.twimg.com/media/FUNHDHxWQAY7Hyj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUNHDHxWQAY7Hyj?format=jpg&name=large')]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.9200313
2022-06-01 23:45:47+00:00,1532146420656099330,"Johnny Depp get Net 13.5 Million from Heard in settlement
Ole Amber had her ""GRIFT"" backfire on her....7 Million at the end of her divorce of 1 year wasn't enough?
So howdayalike being in Debt baby ?
Thats Johnny Debt or is it Depp
You're yesterdays news Lady, Bye Bye
LiarLair !!",https://twitter.com/Arqtec59Crowell/status/1532146420656099330,"Johnny Depp get Net 13.5 Million from Heard in settlement
Ole Amber had her ""GRIFT"" backfire on her....7 Million at the end of her divorce of 1 year wasn't enough?
So howdayalike being in Debt baby ?
Thats Johnny Debt or is it Depp
You're yesterdays news Lady, Bye Bye
LiarLair !!",Arqtec59Crowell,205,0,0,5,0,en,1532146420656099330,,,,,,,,,,,,,,,Twitter Web App,0,0,0.07598892
2022-06-01 23:45:46+00:00,1532146418886098945,@realamberheard ratio,https://twitter.com/Defr29/status/1532146418886098945,@realamberheard ratio,Defr29,36,0,0,0,0,en,1532146418886098945,,,,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.90364313
2022-06-01 23:45:46+00:00,1532146418349010945,@JodieGutierre15 Also about the finger part there's also literally a video of where his doctors find the finger and then you can clearly hear them talking about amber telling them that she didn't mean to do it also in that video you can hear amber screaming in the background,https://twitter.com/TookaUchiha/status/1532146418349010945,@JodieGutierre15 Also about the finger part there's also literally a video of where his doctors find the finger and then you can clearly hear them talking about amber telling them that she didn't mean to do it also in that video you can hear amber screaming in the background,TookaUchiha,1,0,0,0,0,en,1532101768477278208,,,,,1.5321202218085704e+18,https://twitter.com/JodieGutierre15,"[User(username='JodieGutierre15', id=1490463012322435081, displayname='Jody123', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='JodieGutierre15', id=1490463012322435081, displayname='Jody123', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.702235
2022-06-01 23:45:46+00:00,1532146417942245376,"Only Fans is trending for Amber Turd, but i made the mistake of clicking the trend, i now have AIDS!",https://twitter.com/LakersBodyguard/status/1532146417942245376,"Only Fans is trending for Amber Turd, but i made the mistake of clicking the trend, i now have AIDS!",LakersBodyguard,877,0,0,0,0,en,1532146417942245376,,,,,,,,,,,,,,,Twitter for iPhone,0,1,0.99592626
2022-06-01 23:45:46+00:00,1532146416843464705,"@linhagemgeek Mas se vocês querem fazer uma resenha sobre uma série que fala indiretamente sobre feminismo e seus efeitos nefastos, sugiro a série ""The Dropout"", baseada em fatos reais.

O que aconteceria se uma amber heard assumisse uma start-up milionária?",https://twitter.com/ZapTiodo/status/1532146416843464705,"@linhagemgeek Mas se vocês querem fazer uma resenha sobre uma série que fala indiretamente sobre feminismo e seus efeitos nefastos, sugiro a série ""The Dropout"", baseada em fatos reais.

O que aconteceria se uma amber heard assumisse uma start-up milionária?",ZapTiodo,401,0,0,0,0,pt,1532102963358990336,,,,,1.5321029633589903e+18,https://twitter.com/linhagemgeek,"[User(username='linhagemgeek', id=1106168825807060994, displayname='Linhagem Geek', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='linhagemgeek', id=1106168825807060994, displayname='Linhagem Geek', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.00032678246
2022-06-01 23:45:45+00:00,1532146412242231296,@JulianaOura @realamberheard Bem lembrado!!! 👏🏻👏🏻👏🏻🇧🇷🇧🇷🇧🇷,https://twitter.com/GladisG13152499/status/1532146412242231296,@JulianaOura @realamberheard Bem lembrado!!! 👏🏻👏🏻👏🏻🇧🇷🇧🇷🇧🇷,GladisG13152499,301,0,0,4,0,pt,1047582190769463296,,,,,1.5321362654029414e+18,https://twitter.com/JulianaOura,"[User(username='JulianaOura', id=1308852983279562760, displayname='Juliana Moura 🇧🇷 2️⃣2️⃣', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='JulianaOura', id=1308852983279562760, displayname='Juliana Moura 🇧🇷 2️⃣2️⃣', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.00019609928
2022-06-01 23:45:44+00:00,1532146411088781312,Seeing black women go so hard defending Amber Heard does not sit right with me,https://twitter.com/BasedMistress_/status/1532146411088781312,Seeing black women go so hard defending Amber Heard does not sit right with me,BasedMistress_,51,1,0,0,0,en,1532146411088781312,,,,,,,,,,,,,,,Twitter for iPhone,0,0,0.00012067824
